,0
1061,0
1062,0
1063,1
1064,0
1065,0
1066,1
1067,1
1068,0
1069,0
1070,1
1071,0
1072,0
1073,1
1074,1
1075,1
1076,0
1077,0
1078,1
1079,1
1080,0
1081,0
1082,1
1083,0
1084,1
1085,0
1086,1
1087,1
1088,0
1089,1
1090,1
1091,0
1092,0
1093,0
1094,0
1095,0
1096,1
1097,0
1098,0
1099,1
1100,0
1101,1
1102,1
1103,1
1104,1
1105,0
1106,1
1107,1
1108,1
1109,1
1110,0
1111,1
1112,1
1113,0
1114,1
1115,1
1116,0
1117,1
1118,0
1119,0
1120,1
1121,1
1122,0
1123,0
1124,1
1125,0
1126,0
1127,1
1128,0
1129,1
1130,0
1131,1
1132,0
1133,1
1134,1
1135,1
1136,1
1137,0
1138,1
1139,1
1140,0
1141,0
1142,1
1143,0
1144,1
1145,0
1146,0
1147,0
1148,0
1149,1
1150,0
1151,0
1152,1
1153,0
1154,1
1155,0
1156,1
1157,0
1158,0
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,0
1167,1
1168,0
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,0
1179,0
1180,1
1181,1
1182,0
1183,1
1184,0
1185,0
1186,1
1187,0
1188,0
1189,1
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,1
1199,1
1200,1
1201,0
1202,0
1203,0
1204,1
1205,1
1206,1
1207,1
1208,0
1209,0
1210,0
1211,0
1212,1
1213,1
1214,1
1215,1
1216,0
1217,0
1218,0
1219,1
1220,0
1221,1
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,1
1230,0
1231,1
1232,0
1233,0
1234,1
1235,0
1236,0
1237,1
1238,0
1239,1
1240,1
1241,0
1242,0
1243,1
1244,0
1245,0
1246,0
1247,0
1248,1
1249,1
1250,0
1251,1
1252,0
1253,0
1254,0
1255,1
1256,1
1257,1
1258,0
1259,0
1260,0
1261,1
1262,1
1263,0
1264,0
1265,1
1266,0
1267,0
1268,1
1269,1
1270,1
1271,1
1272,1
1273,0
1274,1
1275,1
1276,0
1277,0
1278,0
1279,0
1280,0
1281,1
1282,1
1283,1
1284,0
1285,1
1286,1
1287,1
1288,1
1289,0
1290,0
1291,0
1292,0
1293,1
1294,1
1295,1
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,1
1303,1
1304,1
1305,0
1306,1
1307,1
1308,1
1309,1
1310,1
1311,0
1312,1
1313,0
1314,0
1315,1
1316,1
1317,0
1318,0
1319,0
1320,0
1321,0
1322,1
1323,1
1324,1
1325,1
1326,0
1327,0
1328,0
1329,0
1330,1
1331,0
1332,1
1333,1
1334,1
1335,1
1336,1
1337,0
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,0
1345,1
1346,1
1347,1
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,1
1355,1
1356,1
1357,1
1358,1
1359,0
1360,0
1361,1
1362,1
1363,0
1364,1
1365,0
1366,1
1367,1
1368,1
1369,0
1370,0
1371,0
1372,0
1373,1
1374,1
1375,0
1376,1
1377,0
1378,1
1379,1
1380,0
1381,1
1382,1
1383,1
1384,0
1385,1
1386,0
1387,0
1388,1
1389,1
1390,0
1391,1
1392,0
1393,0
1394,1
1395,0
1396,1
1397,1
1398,1
1399,0
1400,1
1401,1
1402,1
1403,1
1404,1
1405,0
1406,0
1407,1
1408,1
1409,1
1410,1
1411,1
1412,0
1413,1
1414,1
1415,1
1416,0
1417,0
1418,0
1419,0
1420,1
1421,1
1422,1
1423,0
1424,0
1425,0
1426,1
1427,0
1428,1
1429,1
1430,0
1431,1
1432,0
1433,0
1434,0
1435,0
1436,1
1437,0
1438,0
1439,0
1440,0
1441,1
1442,0
1443,1
1444,1
1445,0
1446,1
1447,0
1448,0
1449,1
1450,0
1451,1
1452,1
1453,1
1454,0
1455,0
1456,0
1457,0
1458,0
1459,1
1460,1
1461,1
1462,0
1463,0
1464,0
1465,1
1466,0
1467,1
1468,0
1469,0
1470,1
1471,0
1472,1
1473,0
1474,1
1475,0
1476,0
1477,1
1478,0
1479,1
1480,1
1481,0
1482,0
1483,1
1484,1
1485,1
1486,0
1487,1
1488,0
1489,0
1490,1
1491,1
1492,1
1493,1
1494,0
1495,0
1496,0
1497,1
1498,0
1499,1
1500,0
1501,1
1502,0
1503,0
1504,1
1505,1
1506,0
1507,0
1508,0
1509,1
1510,1
1511,0
1512,0
1513,1
1514,0
1515,1
1516,0
1517,1
1518,1
1519,0
1520,0
1521,1
1522,0
1523,1
1524,0
1525,1
1526,0
1527,1
1528,1
1529,0
1530,1
1531,0
1532,0
1533,1
1534,1
1535,0
1536,1
1537,0
1538,1
1539,1
1540,1
1541,1
1542,1
1543,0
1544,1
1545,1
1546,0
1547,1
1548,1
1549,0
1550,0
1551,1
1552,0
1553,0
1554,1
1555,1
1556,0
1557,0
1558,1
1559,0
1560,1
1561,0
1562,0
1563,1
1564,1
1565,1
1566,1
1567,1
1568,0
1569,1
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,0
1578,0
1579,0
1580,1
1581,0
1582,0
1583,0
1584,0
1585,1
1586,1
1587,1
1588,1
1589,1
1590,0
1591,1
1592,1
1593,0
1594,0
1595,0
1596,1
1597,0
1598,0
1599,1
1600,0
1601,1
1602,0
1603,0
1604,1
1605,1
1606,0
1607,1
1608,1
1609,1
1610,1
1611,0
1612,0
1613,1
1614,1
1615,1
1616,0
1617,1
1618,1
1619,0
1620,1
1621,1
1622,0
1623,1
1624,1
1625,0
1626,1
1627,1
1628,1
1629,0
1630,1
1631,1
1632,1
1633,0
1634,1
1635,1
1636,1
1637,1
1638,1
1639,0
1640,0
1641,1
1642,1
1643,1
1644,1
1645,0
1646,1
1647,1
1648,0
1649,1
1650,1
1651,0
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,0
1662,0
1663,0
1664,0
1665,1
1666,1
1667,0
1668,0
1669,1
1670,1
1671,0
1672,0
1673,0
1674,0
1675,0
1676,1
1677,0
1678,0
1679,1
1680,0
1681,1
1682,1
1683,0
1684,1
1685,1
1686,0
1687,1
1688,1
1689,1
1690,0
1691,1
1692,1
1693,1
1694,1
1695,0
1696,1
1697,0
1698,0
1699,0
1700,0
1701,1
1702,1
1703,0
1704,1
1705,0
1706,1
1707,0
1708,0
1709,0
1710,1
1711,1
1712,0
1713,0
1714,1
1715,1
1716,1
1717,0
1718,1
1719,0
1720,1
1721,0
1722,0
1723,0
1724,1
1725,1
1726,0
1727,0
1728,1
1729,1
1730,0
1731,0
1732,0
1733,0
1734,0
1735,1
1736,1
1737,1
1738,0
1739,0
1740,1
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,1
1748,0
1749,0
1750,1
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,1
1758,0
1759,0
1760,0
1761,1
1762,0
1763,0
1764,1
1765,0
1766,1
1767,1
1768,0
1769,0
1770,0
1771,1
1772,1
1773,1
1774,0
1775,1
1776,1
1777,1
1778,1
1779,0
1780,0
1781,0
1782,0
1783,0
1784,1
1785,1
1786,0
1787,1
1788,0
1789,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,0
1796,0
1797,0
1798,0
1799,1
1800,0
1801,0
1802,1
1803,0
1804,1
1805,0
1806,1
1807,0
1808,0
1809,1
1810,0
1811,0
1812,1
1813,1
1814,0
1815,1
1816,1
1817,0
1818,0
1819,1
1820,1
1821,1
1822,0
1823,1
1824,0
1825,1
1826,1
1827,1
1828,0
1829,0
1830,1
1831,1
1832,0
1833,1
1834,0
1835,1
1836,1
1837,1
1838,1
1839,0
1840,1
1841,1
1842,0
1843,1
1844,1
1845,1
1846,0
1847,1
1848,0
1849,0
1850,1
1851,1
1852,1
1853,1
1854,0
1855,1
1856,0
1857,0
1858,1
1859,1
1860,1
1861,0
1862,0
1863,1
1864,0
1865,1
1866,0
1867,1
1868,1
1869,0
1870,0
1871,1
1872,1
1873,1
1874,1
1875,1
1876,0
1877,1
1878,0
1879,1
1880,1
1881,1
1882,1
1883,0
1884,1
1885,0
1886,1
1887,0
1888,0
1889,1
1890,1
1891,0
1892,1
1893,1
1894,0
1895,1
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,1
1903,0
1904,1
1905,1
1906,0
1907,1
1908,1
1909,1
1910,0
1911,0
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,0
1920,1
1921,1
1922,1
1923,0
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,0
1931,1
1932,0
1933,0
1934,0
1935,0
1936,1
1937,1
1938,1
1939,1
1940,0
1941,1
1942,0
1943,0
1944,1
1945,1
1946,1
1947,0
1948,1
1949,0
1950,0
1951,1
1952,1
1953,0
1954,0
1955,1
1956,0
1957,0
1958,0
1959,1
1960,1
1961,1
1962,1
1963,0
1964,0
1965,1
1966,0
1967,0
1968,1
1969,1
1970,1
1971,0
1972,1
1973,1
1974,1
1975,0
1976,0
1977,0
1978,1
1979,0
1980,0
1981,0
1982,1
1983,0
1984,0
1985,1
1986,0
1987,0
1988,1
1989,1
1990,0
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,0
1999,1
2000,0
2001,0
2002,0
2003,1
2004,1
2005,0
2006,1
2007,1
2008,0
2009,1
2010,0
2011,1
2012,1
2013,1
2014,1
2015,0
2016,0
2017,1
2018,0
2019,0
2020,0
2021,1
2022,0
2023,1
2024,1
2025,0
2026,0
2027,1
2028,1
2029,1
2030,1
2031,1
2032,0
2033,1
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,1
2041,0
2042,1
2043,0
2044,0
2045,0
2046,0
2047,1
2048,0
2049,1
2050,0
2051,1
2052,1
2053,1
2054,1
2055,0
2056,1
2057,1
2058,1
2059,0
2060,0
2061,0
2062,0
2063,1
2064,1
2065,1
2066,0
2067,0
2068,0
2069,1
2070,1
2071,0
2072,0
2073,0
2074,1
2075,0
2076,1
2077,1
2078,1
2079,0
2080,1
2081,1
2082,1
2083,1
2084,0
2085,1
2086,0
2087,1
2088,1
2089,1
2090,1
2091,1
2092,0
2093,0
2094,1
2095,1
2096,0
2097,1
2098,0
2099,0
2100,1
2101,1
2102,1
2103,0
2104,1
2105,0
2106,1
2107,1
2108,0
2109,1
2110,0
2111,1
2112,0
2113,0
2114,1
2115,0
2116,0
2117,0
2118,1
2119,1
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,1
2127,0
2128,0
2129,0
2130,1
2131,1
2132,1
2133,1
2134,0
2135,1
2136,1
2137,1
2138,0
2139,0
2140,1
2141,1
2142,0
2143,0
2144,0
2145,1
2146,1
2147,1
2148,0
2149,1
2150,1
2151,1
2152,0
2153,0
2154,0
2155,0
2156,0
2157,1
2158,0
2159,0
2160,1
2161,1
2162,0
2163,1
2164,0
2165,1
2166,0
2167,1
2168,0
2169,0
2170,0
2171,1
2172,0
2173,0
2174,1
2175,1
2176,1
2177,0
2178,0
2179,0
2180,1
2181,1
2182,0
2183,1
2184,1
2185,1
2186,0
2187,0
2188,0
2189,1
2190,0
2191,0
2192,1
2193,0
2194,1
2195,0
2196,0
2197,0
2198,1
2199,0
2200,0
2201,0
2202,0
2203,1
2204,1
2205,1
2206,1
2207,1
2208,1
2209,1
2210,0
2211,0
2212,0
2213,1
2214,0
2215,1
2216,1
2217,1
2218,1
2219,1
2220,1
2221,0
2222,0
2223,0
2224,1
2225,0
2226,1
2227,1
2228,0
2229,1
2230,1
2231,0
2232,1
2233,1
2234,0
2235,0
2236,1
2237,1
2238,1
2239,1
2240,0
2241,1
2242,0
2243,1
2244,1
2245,0
2246,1
2247,1
2248,1
2249,1
2250,0
2251,1
2252,0
2253,1
2254,0
2255,0
2256,1
2257,1
2258,0
2259,0
2260,0
2261,0
2262,1
2263,1
2264,0
2265,0
2266,1
2267,1
2268,1
2269,0
2270,1
2271,0
2272,1
2273,0
2274,1
2275,1
2276,1
2277,0
2278,1
2279,0
2280,0
2281,0
2282,0
2283,0
2284,1
2285,1
2286,1
2287,1
2288,1
2289,0
2290,1
2291,1
2292,0
2293,1
2294,1
2295,1
2296,1
2297,0
2298,0
2299,1
2300,1
2301,1
2302,0
2303,0
2304,0
2305,1
2306,1
2307,1
2308,1
2309,0
2310,1
2311,1
2312,0
2313,1
2314,0
2315,1
2316,1
2317,0
2318,1
2319,1
2320,1
2321,0
2322,0
2323,0
2324,1
2325,0
2326,0
2327,0
2328,1
2329,0
2330,0
2331,0
2332,0
2333,0
2334,1
2335,0
2336,1
2337,0
2338,1
2339,0
2340,0
2341,0
2342,0
2343,1
2344,1
2345,1
2346,0
2347,1
2348,1
2349,1
2350,0
2351,1
2352,1
2353,0
2354,1
2355,1
2356,0
2357,0
2358,1
2359,0
2360,0
2361,0
2362,1
2363,0
2364,1
2365,1
2366,1
2367,0
2368,0
2369,1
2370,1
2371,1
2372,1
2373,1
2374,0
2375,1
2376,1
2377,1
2378,0
2379,1
2380,0
2381,0
2382,0
2383,1
2384,1
2385,0
2386,1
2387,0
2388,0
2389,0
2390,1
2391,1
2392,0
2393,0
2394,1
2395,0
2396,1
2397,0
2398,0
2399,1
2400,0
2401,1
2402,0
2403,0
2404,1
2405,0
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,0
2413,0
2414,1
2415,1
2416,1
2417,1
2418,0
2419,0
2420,1
2421,0
2422,1
2423,0
2424,1
2425,0
2426,1
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,1
2435,0
2436,1
2437,0
2438,1
2439,0
2440,1
2441,1
2442,0
2443,1
2444,1
2445,1
2446,0
2447,1
2448,1
2449,1
2450,0
2451,0
2452,1
2453,0
2454,0
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,1
2463,1
2464,0
2465,1
2466,1
2467,1
2468,0
2469,0
2470,1
2471,0
2472,1
2473,1
2474,1
2475,0
2476,1
2477,1
2478,0
2479,0
2480,0
2481,0
2482,1
2483,1
2484,0
2485,1
2486,1
2487,1
2488,1
2489,1
2490,1
2491,0
2492,0
2493,0
2494,0
2495,1
2496,1
2497,0
2498,1
2499,0
2500,0
2501,0
2502,1
2503,0
2504,1
2505,1
2506,1
2507,0
2508,1
2509,1
2510,1
2511,1
2512,0
2513,1
2514,0
2515,1
2516,1
2517,1
2518,1
2519,1
2520,0
2521,0
2522,0
2523,1
2524,1
2525,1
2526,0
2527,1
2528,0
2529,1
2530,1
2531,1
2532,1
2533,0
2534,0
2535,0
2536,1
2537,1
2538,1
2539,0
2540,1
2541,1
2542,0
2543,0
2544,0
2545,1
2546,1
2547,0
2548,1
2549,0
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,1
2557,0
2558,0
2559,0
2560,1
2561,0
2562,1
2563,1
2564,0
2565,0
2566,0
2567,1
2568,1
2569,0
2570,0
2571,1
2572,1
2573,1
2574,0
2575,1
2576,1
2577,0
2578,1
2579,1
2580,1
2581,1
2582,1
2583,0
2584,0
2585,0
2586,1
2587,1
2588,0
2589,0
2590,0
2591,0
2592,0
2593,1
2594,1
2595,0
2596,0
2597,1
2598,1
2599,1
2600,1
2601,0
2602,1
2603,1
2604,1
2605,1
2606,0
2607,0
2608,0
2609,1
2610,1
2611,1
2612,0
2613,1
2614,0
2615,0
2616,1
2617,0
2618,0
2619,0
2620,1
2621,1
2622,1
2623,0
2624,1
2625,0
2626,0
2627,0
2628,0
2629,1
2630,1
2631,1
2632,0
2633,0
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,0
2641,0
2642,0
2643,0
2644,0
2645,1
2646,0
2647,1
2648,1
2649,0
2650,1
2651,0
2652,0
2653,1
2654,0
2655,1
2656,0
2657,0
2658,1
2659,1
2660,1
2661,1
2662,0
2663,1
2664,1
2665,1
2666,1
2667,1
2668,1
2669,1
2670,0
2671,1
2672,0
2673,1
2674,1
2675,1
2676,1
2677,1
2678,1
2679,1
2680,1
2681,0
2682,0
2683,0
2684,0
2685,1
2686,1
2687,0
2688,1
2689,0
2690,1
2691,1
2692,1
2693,0
2694,1
2695,0
2696,0
2697,0
2698,1
2699,1
2700,0
2701,0
2702,0
2703,0
2704,1
2705,1
2706,1
2707,0
2708,0
2709,1
2710,0
2711,0
2712,0
2713,1
2714,1
2715,1
2716,1
2717,1
2718,0
2719,1
2720,0
2721,1
2722,1
2723,1
2724,1
2725,0
2726,1
2727,1
2728,1
2729,0
2730,0
2731,1
2732,0
2733,0
2734,1
2735,1
2736,1
2737,1
2738,0
2739,0
2740,1
2741,1
2742,1
2743,1
2744,0
2745,1
2746,1
2747,1
2748,0
2749,1
2750,1
2751,1
2752,1
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,1
2764,1
2765,1
2766,0
2767,0
2768,0
2769,0
2770,1
2771,1
2772,0
2773,1
2774,1
2775,0
2776,1
2777,1
2778,1
2779,1
2780,1
2781,0
2782,1
2783,0
2784,1
2785,1
2786,0
2787,1
2788,1
2789,0
2790,0
2791,1
2792,1
2793,0
2794,0
2795,1
2796,0
2797,1
2798,0
2799,1
2800,1
2801,1
2802,1
2803,0
2804,0
2805,0
2806,1
2807,1
2808,0
2809,1
2810,0
2811,0
2812,0
2813,1
2814,0
2815,1
2816,0
2817,0
2818,0
2819,1
2820,1
2821,0
2822,1
2823,0
2824,1
2825,0
2826,1
2827,1
2828,1
2829,1
2830,0
2831,1
2832,0
2833,0
2834,1
2835,1
2836,1
2837,1
2838,1
2839,0
2840,0
2841,1
2842,0
2843,1
2844,1
2845,1
2846,0
2847,1
2848,0
2849,0
2850,0
2851,1
2852,1
2853,1
2854,0
2855,1
2856,1
2857,1
2858,0
2859,1
2860,0
2861,0
2862,0
2863,1
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,1
2871,1
2872,1
2873,0
2874,0
2875,0
2876,1
2877,1
2878,0
2879,0
2880,0
2881,1
2882,0
2883,1
2884,0
2885,1
2886,0
2887,0
2888,0
2889,1
2890,1
2891,1
2892,1
2893,1
2894,0
2895,1
2896,0
2897,0
2898,1
2899,0
2900,0
2901,1
2902,0
2903,1
2904,1
2905,1
2906,0
2907,1
2908,0
2909,1
2910,1
2911,0
2912,1
2913,1
2914,1
2915,1
2916,1
2917,0
2918,1
2919,0
2920,1
2921,0
2922,1
2923,0
2924,1
2925,1
2926,1
2927,0
2928,0
2929,0
2930,1
2931,1
2932,0
2933,1
2934,1
2935,1
2936,0
2937,1
2938,0
2939,1
2940,1
2941,1
2942,1
2943,1
2944,0
2945,0
2946,0
2947,0
2948,0
2949,1
2950,0
2951,1
2952,1
2953,0
2954,0
2955,1
2956,0
2957,0
2958,0
2959,0
2960,0
2961,1
2962,1
2963,1
2964,1
2965,1
2966,1
2967,0
2968,0
2969,1
2970,1
2971,1
2972,1
2973,0
2974,1
2975,1
2976,1
2977,1
2978,0
2979,0
2980,1
2981,1
2982,1
2983,1
2984,0
2985,1
2986,1
2987,0
2988,0
2989,0
2990,0
2991,1
2992,0
2993,1
2994,1
2995,1
2996,1
2997,1
