,0
813,1
814,0
815,0
816,0
817,0
818,1
819,0
820,0
821,1
822,1
823,0
824,1
825,0
826,0
827,0
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,0
841,0
842,1
843,0
844,1
845,0
846,1
847,0
848,0
849,1
850,1
851,0
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,0
860,0
861,1
862,1
863,1
864,1
865,1
866,0
867,1
868,1
869,1
870,1
871,1
872,0
873,1
874,0
875,1
876,1
877,0
878,1
879,1
880,1
881,0
882,0
883,1
884,0
885,1
886,0
887,0
888,0
889,0
890,0
891,1
892,1
893,0
894,1
895,1
896,1
897,0
898,1
899,0
900,0
901,1
902,0
903,1
904,0
905,0
906,0
907,0
908,1
909,1
910,0
911,1
912,1
913,1
914,1
915,0
916,1
917,0
918,1
919,1
920,0
921,1
922,1
923,1
924,0
925,0
926,1
927,0
928,1
929,0
930,0
931,0
932,1
933,1
934,1
935,0
936,1
937,1
938,1
939,1
940,1
941,0
942,1
943,0
944,1
945,1
946,0
947,1
948,0
949,0
950,1
951,1
952,0
953,0
954,0
955,1
956,1
957,0
958,1
959,0
960,1
961,1
962,1
963,0
964,0
965,1
966,0
967,1
968,0
969,0
970,1
971,1
972,1
973,1
974,1
975,0
976,0
977,0
978,1
979,0
980,0
981,0
982,0
983,0
984,1
985,1
986,0
987,0
988,1
989,1
990,0
991,1
992,0
993,0
994,0
995,1
996,1
997,0
998,0
999,1
1000,1
1001,1
1002,1
1003,0
1004,0
1005,0
1006,0
1007,1
1008,0
1009,0
1010,1
1011,0
1012,1
1013,1
1014,1
1015,0
1016,0
1017,1
1018,1
1019,1
1020,0
1021,1
1022,0
1023,0
1024,1
1025,1
1026,0
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,0
1034,0
1035,1
1036,1
1037,1
1038,1
1039,0
1040,1
1041,1
1042,1
1043,0
1044,1
1045,1
1046,0
1047,1
1048,1
1049,1
1050,0
1051,1
1052,1
1053,0
1054,0
1055,1
1056,1
1057,1
1058,0
1059,0
1060,1
1061,0
1062,1
1063,1
1064,1
1065,0
1066,1
1067,1
1068,0
1069,1
1070,0
1071,1
1072,1
1073,0
1074,1
1075,1
1076,0
1077,1
1078,1
1079,1
1080,0
1081,1
1082,1
1083,0
1084,0
1085,1
1086,0
1087,1
1088,1
1089,0
1090,1
1091,0
1092,1
1093,1
1094,1
1095,0
1096,1
1097,0
1098,0
1099,0
1100,1
1101,0
1102,0
1103,0
1104,0
1105,0
1106,1
1107,0
1108,1
1109,0
1110,0
1111,1
1112,1
1113,1
1114,0
1115,0
1116,0
1117,1
1118,0
1119,0
1120,0
1121,1
1122,1
1123,1
1124,1
1125,1
1126,0
1127,0
1128,0
1129,1
1130,0
1131,1
1132,1
1133,0
1134,1
1135,0
1136,1
1137,0
1138,1
1139,0
1140,0
1141,0
1142,1
1143,0
1144,0
1145,1
1146,0
1147,1
1148,0
1149,1
1150,0
1151,1
1152,1
1153,1
1154,0
1155,1
1156,1
1157,1
1158,1
1159,1
1160,0
1161,1
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,1
1169,1
1170,1
1171,1
1172,0
1173,1
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,1
1181,0
1182,1
1183,0
1184,1
1185,1
1186,1
1187,1
1188,0
1189,0
1190,0
1191,1
1192,1
1193,0
1194,0
1195,1
1196,1
1197,1
1198,1
1199,0
1200,0
1201,0
1202,1
1203,1
1204,0
1205,0
1206,1
1207,1
1208,1
1209,0
1210,0
1211,0
1212,1
1213,0
1214,0
1215,0
1216,1
1217,1
1218,0
1219,0
1220,0
1221,1
1222,1
1223,0
1224,0
1225,0
1226,1
1227,0
1228,0
1229,1
1230,0
1231,0
1232,0
1233,1
1234,1
1235,0
1236,1
1237,0
1238,0
1239,1
1240,1
1241,0
1242,1
1243,1
1244,0
1245,0
1246,1
1247,1
1248,0
1249,0
1250,0
1251,1
1252,0
1253,0
1254,0
1255,1
1256,1
1257,0
1258,1
1259,1
1260,1
1261,1
1262,1
1263,0
1264,0
1265,0
1266,1
1267,1
1268,1
1269,0
1270,1
1271,0
1272,1
1273,1
1274,0
1275,0
1276,1
1277,1
1278,1
1279,1
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,1
1287,1
1288,0
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,0
1296,1
1297,1
1298,1
1299,0
1300,0
1301,1
1302,1
1303,0
1304,0
1305,0
1306,1
1307,1
1308,0
1309,0
1310,1
1311,1
1312,1
1313,0
1314,0
1315,1
1316,1
1317,1
1318,0
1319,1
1320,0
1321,1
1322,1
1323,1
1324,0
1325,0
1326,0
1327,0
1328,1
1329,1
1330,1
1331,0
1332,1
1333,0
1334,1
1335,0
1336,1
1337,1
1338,0
1339,1
1340,1
1341,0
1342,1
1343,1
1344,0
1345,0
1346,1
1347,0
1348,1
1349,1
1350,0
1351,1
1352,1
1353,0
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,0
1364,0
1365,0
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,0
1373,0
1374,0
1375,1
1376,0
1377,1
1378,1
1379,0
1380,1
1381,0
1382,0
1383,0
1384,0
1385,1
1386,0
1387,0
1388,1
1389,1
1390,1
1391,1
1392,0
1393,1
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,0
1404,0
1405,0
1406,0
1407,1
1408,0
1409,0
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,0
1417,0
1418,0
1419,0
1420,0
1421,1
1422,1
1423,0
1424,0
1425,1
1426,1
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,0
1436,0
1437,1
1438,1
1439,1
1440,0
1441,0
1442,0
1443,0
1444,1
1445,1
1446,1
1447,1
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,1
1456,0
1457,0
1458,0
1459,0
1460,0
1461,1
1462,0
1463,1
1464,1
1465,0
1466,1
1467,1
1468,0
1469,1
1470,1
1471,0
1472,1
1473,0
1474,1
1475,0
1476,1
1477,1
1478,1
1479,1
1480,1
1481,0
1482,1
1483,1
1484,1
1485,1
1486,1
1487,1
1488,0
1489,0
1490,0
1491,1
1492,1
1493,0
1494,0
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,0
1503,1
1504,1
1505,0
1506,1
1507,1
1508,1
1509,1
1510,0
1511,1
1512,1
1513,0
1514,0
1515,1
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,1
1523,1
1524,1
1525,1
1526,1
1527,0
1528,0
1529,1
1530,1
1531,1
1532,0
1533,1
1534,1
1535,1
1536,0
1537,0
1538,1
1539,0
1540,1
1541,0
1542,1
1543,0
1544,1
1545,0
1546,0
1547,0
1548,1
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,1
1556,0
1557,1
1558,1
1559,0
1560,1
1561,0
1562,1
1563,0
1564,1
1565,0
1566,0
1567,1
1568,0
1569,1
1570,0
1571,0
1572,1
1573,0
1574,0
1575,0
1576,1
1577,0
1578,1
1579,0
1580,0
1581,0
1582,0
1583,0
1584,1
1585,0
1586,1
1587,1
1588,0
1589,1
1590,1
1591,1
1592,0
1593,1
1594,1
1595,1
1596,1
1597,1
1598,0
1599,0
1600,1
1601,0
1602,1
1603,1
1604,1
1605,1
1606,1
1607,1
1608,0
1609,1
1610,0
1611,1
1612,1
1613,1
1614,1
1615,0
1616,1
1617,1
1618,0
1619,0
1620,1
1621,1
1622,0
1623,1
1624,0
1625,0
1626,0
1627,0
1628,1
1629,1
1630,1
1631,1
1632,0
1633,1
1634,1
1635,1
1636,1
1637,1
1638,0
1639,0
1640,1
1641,0
1642,0
1643,1
1644,1
1645,0
1646,0
1647,1
1648,0
1649,0
1650,1
1651,1
1652,1
1653,1
1654,1
1655,0
1656,1
1657,1
1658,1
1659,0
1660,1
1661,1
1662,0
1663,0
1664,1
1665,1
1666,0
1667,1
1668,1
1669,0
1670,0
1671,1
1672,1
1673,0
1674,1
1675,0
1676,0
1677,0
1678,0
1679,1
1680,1
1681,1
1682,0
1683,0
1684,0
1685,0
1686,1
1687,1
1688,1
1689,1
1690,1
1691,0
1692,0
1693,1
1694,1
1695,0
1696,0
1697,1
1698,1
1699,1
1700,1
1701,0
1702,1
1703,1
1704,0
1705,0
1706,0
1707,1
1708,0
1709,0
1710,1
1711,0
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,0
1719,1
1720,1
1721,0
1722,0
1723,0
1724,1
1725,0
1726,0
1727,1
1728,1
1729,0
1730,0
1731,1
1732,1
1733,1
1734,1
1735,0
1736,1
1737,0
1738,0
1739,0
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,0
1747,0
1748,0
1749,0
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,0
1761,0
1762,0
1763,1
1764,0
1765,1
1766,1
1767,1
1768,1
1769,0
1770,0
1771,0
1772,1
1773,0
1774,0
1775,0
1776,1
1777,0
1778,0
1779,1
1780,1
1781,1
1782,1
1783,1
1784,0
1785,0
1786,1
1787,1
1788,1
1789,0
1790,1
1791,1
1792,0
1793,1
1794,1
1795,1
1796,1
1797,1
1798,0
1799,0
1800,1
1801,1
1802,1
1803,1
1804,1
1805,0
1806,1
1807,0
1808,0
1809,0
1810,0
1811,1
1812,0
1813,0
1814,1
1815,1
1816,1
1817,0
1818,0
1819,1
1820,0
1821,1
1822,1
1823,1
1824,0
1825,0
1826,1
1827,0
1828,1
1829,1
1830,1
1831,0
1832,1
1833,1
1834,1
1835,1
1836,0
1837,1
1838,1
1839,1
1840,0
1841,0
1842,0
1843,0
1844,1
1845,0
1846,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,0
1853,0
1854,1
1855,1
1856,1
1857,1
1858,0
1859,1
1860,1
1861,0
1862,0
1863,1
1864,1
1865,1
1866,0
1867,1
1868,1
1869,1
1870,1
1871,1
1872,0
1873,0
1874,0
1875,1
1876,0
1877,0
1878,0
1879,1
1880,1
1881,0
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,0
1889,1
1890,1
1891,0
1892,1
1893,0
1894,0
1895,1
1896,1
1897,1
1898,1
1899,0
1900,0
1901,0
1902,0
1903,0
1904,1
1905,1
1906,0
1907,0
1908,1
1909,1
1910,0
1911,0
1912,0
1913,0
1914,0
1915,1
1916,0
1917,1
1918,0
1919,1
1920,1
1921,1
1922,1
1923,0
1924,0
1925,1
1926,0
1927,0
1928,1
1929,1
1930,1
1931,0
1932,1
1933,1
1934,0
1935,0
1936,1
1937,0
1938,1
1939,0
1940,1
1941,0
1942,0
1943,0
1944,1
1945,1
1946,0
1947,0
1948,1
1949,0
1950,0
1951,1
1952,1
1953,1
1954,0
1955,1
1956,0
1957,0
1958,1
1959,1
1960,1
1961,1
1962,1
1963,0
1964,0
1965,1
1966,0
1967,0
1968,1
1969,0
1970,1
1971,1
1972,1
1973,0
1974,0
1975,1
1976,1
1977,0
1978,0
1979,0
1980,0
1981,1
1982,1
1983,1
1984,1
1985,0
1986,0
1987,0
1988,0
1989,1
1990,0
1991,1
1992,0
1993,0
1994,0
1995,1
1996,0
1997,0
1998,1
1999,0
2000,1
2001,1
2002,1
2003,1
2004,0
2005,1
2006,0
2007,1
2008,1
2009,1
2010,0
2011,0
2012,1
2013,1
2014,0
2015,0
2016,0
2017,1
2018,1
2019,0
2020,0
2021,1
2022,0
2023,1
2024,1
2025,0
2026,1
2027,0
2028,0
2029,0
2030,0
2031,1
2032,1
2033,0
2034,1
2035,0
2036,0
2037,1
2038,1
2039,1
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,1
2052,1
2053,1
2054,0
2055,1
2056,0
2057,1
2058,1
2059,1
2060,1
2061,1
2062,0
2063,1
2064,0
2065,1
2066,1
2067,0
2068,0
2069,0
2070,0
2071,0
2072,1
2073,0
2074,1
2075,1
2076,1
2077,1
2078,1
2079,0
2080,1
2081,1
2082,1
2083,0
2084,1
2085,1
2086,0
2087,0
2088,0
2089,1
2090,1
2091,1
2092,0
2093,1
2094,0
2095,1
2096,0
2097,0
2098,1
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,0
2107,1
2108,1
2109,0
2110,0
2111,1
2112,0
2113,0
2114,1
2115,1
2116,0
2117,0
2118,1
2119,0
2120,0
2121,1
2122,1
2123,0
2124,1
2125,0
2126,1
2127,1
2128,1
2129,1
2130,0
2131,1
2132,1
2133,1
2134,0
2135,1
2136,0
2137,0
2138,1
2139,0
2140,0
2141,1
2142,1
2143,1
2144,0
2145,1
2146,1
2147,1
2148,1
2149,1
2150,0
2151,1
2152,1
2153,0
2154,0
2155,1
2156,0
2157,1
2158,1
2159,1
2160,1
2161,1
2162,0
2163,0
2164,0
2165,1
2166,0
2167,0
2168,1
2169,0
2170,1
2171,0
2172,0
2173,1
2174,1
2175,0
2176,0
2177,1
2178,0
2179,0
2180,0
2181,1
2182,0
2183,1
2184,1
2185,1
2186,0
2187,0
2188,0
2189,1
2190,1
2191,1
2192,1
2193,0
2194,1
2195,1
2196,1
2197,1
2198,0
2199,0
2200,0
2201,1
2202,0
2203,0
2204,0
2205,0
2206,0
2207,1
2208,1
2209,1
2210,0
2211,1
2212,1
2213,1
2214,0
2215,0
2216,1
2217,1
2218,1
2219,0
2220,0
2221,1
2222,1
2223,0
2224,1
2225,1
2226,0
2227,1
2228,1
2229,1
2230,1
2231,1
2232,1
2233,0
2234,1
2235,1
2236,0
2237,1
2238,0
2239,1
2240,1
2241,1
2242,1
2243,1
2244,0
2245,1
2246,1
2247,0
2248,0
2249,1
2250,1
2251,1
2252,1
2253,1
2254,1
2255,0
2256,0
2257,1
2258,0
2259,1
2260,1
2261,0
2262,1
2263,0
2264,1
2265,1
2266,1
2267,0
2268,0
2269,1
2270,1
2271,0
2272,1
2273,0
2274,0
2275,1
2276,0
2277,0
2278,1
2279,0
2280,1
2281,0
2282,1
2283,1
2284,0
2285,1
2286,0
2287,1
2288,1
2289,0
2290,1
2291,1
2292,1
2293,0
2294,1
2295,0
2296,1
2297,1
2298,0
2299,0
2300,1
2301,0
2302,0
2303,1
2304,1
2305,0
2306,1
2307,0
2308,1
2309,1
2310,1
2311,1
2312,1
2313,0
2314,0
2315,1
2316,0
2317,1
2318,1
2319,0
2320,0
2321,1
2322,0
2323,0
2324,0
2325,0
2326,0
2327,1
2328,1
2329,1
2330,1
2331,1
2332,1
2333,0
2334,1
2335,1
2336,1
2337,0
2338,1
2339,1
2340,1
2341,0
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,0
2350,0
2351,0
2352,1
2353,0
2354,1
2355,1
2356,1
2357,1
2358,1
2359,0
2360,1
2361,0
2362,0
2363,0
2364,1
2365,1
2366,0
2367,0
2368,1
2369,1
2370,1
2371,0
2372,1
2373,1
2374,0
2375,1
2376,0
2377,1
2378,1
2379,0
2380,1
2381,0
2382,1
2383,1
2384,1
2385,1
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,1
2393,0
2394,0
2395,0
2396,0
2397,1
2398,1
2399,1
2400,0
2401,1
2402,1
2403,1
2404,0
2405,0
2406,1
2407,0
2408,0
2409,0
2410,1
2411,1
2412,0
2413,0
2414,1
2415,0
2416,0
2417,0
2418,1
2419,1
2420,1
2421,0
2422,1
2423,1
2424,1
2425,0
2426,1
2427,0
2428,0
2429,0
2430,0
2431,0
2432,1
2433,0
2434,1
2435,0
2436,1
2437,1
2438,1
2439,1
2440,1
2441,0
2442,1
2443,1
2444,1
2445,1
2446,1
2447,0
2448,1
2449,1
2450,1
2451,0
2452,1
2453,1
2454,0
2455,1
2456,0
2457,1
2458,1
2459,0
2460,0
2461,1
2462,0
2463,1
2464,1
2465,0
2466,0
2467,0
2468,0
2469,1
2470,1
2471,0
2472,0
2473,1
2474,0
2475,1
2476,1
2477,1
2478,0
2479,0
2480,0
2481,0
2482,1
2483,1
2484,1
2485,0
2486,1
2487,0
2488,0
2489,1
2490,0
2491,1
2492,0
2493,0
2494,1
2495,0
2496,0
2497,1
2498,0
2499,0
2500,1
2501,0
2502,1
2503,0
2504,0
2505,1
2506,1
2507,0
2508,1
2509,0
2510,1
2511,1
2512,0
2513,1
2514,0
2515,1
2516,1
2517,1
2518,0
2519,0
2520,1
2521,0
2522,0
2523,1
2524,1
2525,1
2526,0
2527,1
2528,1
2529,0
2530,0
2531,0
2532,0
2533,1
2534,1
2535,0
2536,1
2537,0
2538,1
2539,1
2540,0
2541,1
2542,1
2543,1
2544,1
2545,0
2546,1
2547,1
2548,1
2549,1
2550,0
2551,1
2552,1
2553,1
2554,0
2555,1
2556,1
2557,0
2558,1
2559,1
2560,0
2561,0
2562,0
2563,1
2564,1
2565,1
2566,0
2567,0
2568,1
2569,1
2570,1
2571,0
2572,1
2573,1
2574,0
2575,1
2576,1
2577,0
2578,0
2579,1
2580,0
2581,0
2582,1
2583,0
2584,0
2585,0
2586,1
2587,0
2588,1
2589,1
2590,0
2591,1
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,1
2599,1
2600,1
2601,1
2602,0
2603,0
2604,1
2605,0
2606,0
2607,1
2608,0
2609,0
2610,1
2611,1
2612,0
2613,1
2614,1
2615,1
2616,0
2617,0
2618,1
2619,1
2620,1
2621,1
2622,0
2623,0
2624,0
2625,0
2626,1
2627,0
2628,1
2629,0
2630,0
2631,0
2632,1
2633,1
2634,1
2635,1
2636,0
2637,1
2638,1
2639,1
2640,1
2641,0
2642,0
2643,0
2644,1
2645,0
2646,1
2647,1
2648,1
2649,1
2650,0
2651,1
2652,0
2653,0
2654,0
2655,0
2656,0
2657,1
2658,1
2659,0
2660,0
2661,0
2662,0
2663,1
2664,0
2665,1
2666,0
2667,1
2668,0
2669,0
2670,1
2671,1
2672,0
2673,1
2674,1
2675,1
2676,1
2677,1
2678,0
2679,0
2680,0
2681,1
2682,1
2683,0
2684,1
2685,0
2686,1
2687,1
2688,0
2689,0
2690,1
2691,0
2692,0
2693,0
2694,1
2695,0
2696,0
2697,1
2698,1
2699,1
2700,1
2701,0
2702,0
2703,1
2704,0
2705,0
2706,1
2707,0
2708,1
2709,1
2710,1
2711,0
2712,1
2713,1
2714,0
2715,1
2716,0
2717,0
2718,0
2719,0
2720,1
2721,1
2722,1
2723,1
2724,0
2725,1
2726,1
2727,0
2728,1
2729,0
2730,1
2731,1
2732,0
2733,1
2734,1
2735,1
2736,1
2737,1
2738,0
2739,0
2740,0
2741,0
2742,0
2743,1
2744,1
2745,1
2746,1
2747,1
2748,0
2749,1
2750,0
2751,1
2752,1
2753,0
2754,1
2755,1
2756,0
2757,0
2758,1
2759,1
2760,1
2761,0
2762,0
2763,1
2764,1
2765,1
2766,0
2767,0
2768,0
2769,0
2770,0
2771,0
2772,1
2773,0
2774,1
2775,1
2776,0
2777,0
2778,0
2779,1
2780,0
2781,1
2782,0
2783,0
2784,0
2785,0
2786,1
2787,0
2788,1
2789,1
2790,1
2791,1
2792,1
2793,1
2794,1
2795,0
2796,0
2797,0
2798,0
2799,1
2800,1
2801,0
2802,1
2803,1
2804,0
2805,1
2806,0
2807,0
2808,1
2809,0
2810,1
2811,1
2812,0
2813,0
2814,0
2815,1
2816,0
2817,1
2818,0
2819,1
2820,1
2821,0
2822,1
2823,0
2824,0
2825,0
2826,1
2827,1
2828,0
2829,0
2830,1
2831,0
2832,1
2833,1
2834,0
2835,0
2836,1
2837,0
2838,1
2839,0
2840,0
2841,0
2842,1
2843,0
2844,1
2845,1
2846,0
2847,0
2848,0
2849,0
2850,1
2851,1
2852,0
2853,0
2854,1
2855,1
2856,0
2857,0
2858,0
2859,1
2860,1
2861,1
2862,1
2863,0
2864,1
2865,0
2866,0
2867,0
2868,1
2869,1
2870,0
2871,0
2872,0
2873,0
2874,1
2875,1
2876,0
2877,0
2878,0
2879,0
2880,1
2881,0
2882,0
2883,1
2884,0
2885,1
2886,1
2887,1
2888,0
2889,1
2890,1
2891,1
2892,0
2893,1
2894,0
2895,0
2896,1
2897,0
2898,1
2899,1
2900,1
2901,1
2902,1
2903,0
2904,1
2905,0
2906,1
2907,0
2908,1
2909,1
2910,0
2911,1
2912,1
2913,1
2914,0
2915,0
2916,0
2917,0
2918,0
2919,1
2920,0
2921,1
2922,1
2923,0
2924,1
2925,0
2926,1
2927,1
2928,1
2929,1
2930,1
2931,0
2932,0
2933,1
2934,0
2935,1
2936,1
2937,1
2938,0
2939,1
2940,0
2941,0
2942,1
2943,1
2944,0
2945,0
2946,1
2947,1
2948,0
2949,1
2950,1
2951,0
2952,1
2953,1
2954,1
2955,1
2956,1
2957,0
2958,1
2959,0
2960,1
2961,1
2962,1
2963,1
2964,1
2965,1
2966,0
2967,0
2968,1
2969,1
2970,1
2971,1
2972,1
2973,0
2974,1
2975,1
2976,1
2977,0
2978,0
2979,1
2980,1
2981,0
2982,1
2983,0
2984,0
2985,0
2986,0
2987,1
2988,1
2989,0
2990,1
2991,0
2992,0
2993,1
2994,1
2995,1
2996,1
2997,1
